id,twitterid,annotation
5f841b117d5661cfc6af06e7,1110580714318299136,['negativ']
5f841b117d5661cfc6af06e9,1120945184450260992,"['skip', 'positiv']"
5f841b117d5661cfc6af06f0,1122030990187212800,['negativ']
5f841b117d5661cfc6af06f7,1124828132450668544,['positiv']
5f841b117d5661cfc6af06f8,1084110024539074560,['positiv']
5f841b117d5661cfc6af06fd,1115985656264761344,['neutral']
5f841b117d5661cfc6af06ff,1108268569333325824,['neutral']
5f841b117d5661cfc6af0700,1115678811562151936,['neutral']
5f841b117d5661cfc6af0703,1097820597940310016,['neutral']
5f841b117d5661cfc6af0704,1108322427724070912,['neutral']
5f841b117d5661cfc6af0706,1097475442649513984,['neutral']
5f841b117d5661cfc6af0713,1115572443018616832,"['neutral', 'negativ']"
5f841b117d5661cfc6af0716,1098666446194917376,['positiv']
5f841b117d5661cfc6af0717,1085886220041940992,['negativ']
5f841b117d5661cfc6af0718,1082906821440954368,['neutral']
5f841b117d5661cfc6af0719,1094554731450691584,['positiv']
5f841b117d5661cfc6af071a,1106587689946632192,['skip']
5f841b117d5661cfc6af0722,1114579645490503680,['negativ']
5f841b117d5661cfc6af0733,1106505043010879488,['negativ']
5f841b117d5661cfc6af073a,1124628703085047808,"['negativ', 'negativ']"
5f841b117d5661cfc6af0744,1122025873769750528,"['negativ', 'negativ']"
5f841b117d5661cfc6af077d,1124342802245214208,['positiv']
5f841b117d5661cfc6af0793,1112260002474004480,['negativ']
5f841b117d5661cfc6af0797,1113070908976050176,['neutral']
5f841b117d5661cfc6af079c,1093745238290530304,"['neutral', 'neutral']"
5f841b117d5661cfc6af07ad,1092009875578806272,['negativ']
5f841b117d5661cfc6af07c5,1115493322179608576,['negativ']
5f841b117d5661cfc6af07c7,1111586463886598144,['negativ']
5f841b117d5661cfc6af07ca,1122192409729875968,['neutral']
5f841b117d5661cfc6af07cc,1122081802422763520,['positiv']
5f841b117d5661cfc6af07cd,1116334489532293120,['negativ']
5f841b117d5661cfc6af07d0,1123265064776105984,['neutral']
5f841b117d5661cfc6af07d3,1125061794102435840,"['negativ', 'neutral']"
5f841b117d5661cfc6af07d7,1120776752379453440,"['positiv', 'positiv']"
5f841b117d5661cfc6af07da,1097063810228203520,['positiv']
5f841b117d5661cfc6af07f9,1112654768843952128,['neutral']
5f841b117d5661cfc6af07fa,1105716617906917376,['neutral']
5f841b117d5661cfc6af080f,1113752701492445184,['positiv']
5f841b117d5661cfc6af0811,1123129956630974464,['neutral']
5f841b117d5661cfc6af0816,1123582208789360640,['positiv']
5f841b117d5661cfc6af081a,1116947521811746816,['negativ']
5f841b117d5661cfc6af081d,1096023240529588224,"['negativ', 'negativ']"
5f841b117d5661cfc6af081e,1107966477624328192,['negativ']
5f841b117d5661cfc6af081f,1117790208517398528,['negativ']
5f841b117d5661cfc6af0820,1100636659757010944,['positiv']
5f841b117d5661cfc6af0822,1118443704417771520,['positiv']
5f841b117d5661cfc6af0824,1112461908148396032,"['neutral', 'positiv']"
5f841b117d5661cfc6af0827,1118484230642618368,['skip']
5f841b117d5661cfc6af0828,1085464251823804416,['negativ']
5f841b117d5661cfc6af082f,1121757873569259520,['positiv']
5f841b117d5661cfc6af0835,1111926079596515328,['positiv']
5f841b117d5661cfc6af0836,1107565253146144768,['neutral']
5f841b117d5661cfc6af0838,1109478414841511936,['neutral']
5f841b117d5661cfc6af083d,1125317374033506304,"['skip', 'neutral']"
5f841b117d5661cfc6af083e,1090526802831949824,"['negativ', 'negativ']"
5f841b117d5661cfc6af083f,1125042124641185792,['negativ']
5f841b117d5661cfc6af0840,1115287699013783552,['positiv']
5f841b117d5661cfc6af0842,1099925320268988416,['negativ']
5f841b117d5661cfc6af084a,1104132653626855424,['negativ']
5f841b117d5661cfc6af0850,1119911913343811584,"['positiv', 'positiv']"
5f841b117d5661cfc6af0855,1111894324575375360,['negativ']
5f841b117d5661cfc6af0859,1104755401998905344,['neutral']
5f841b117d5661cfc6af085c,1116403757556875264,"['negativ', 'negativ']"
5f841b117d5661cfc6af085d,1082267949422002176,['neutral']
5f841b117d5661cfc6af0879,1115656735291785216,"['negativ', 'positiv']"
5f841b117d5661cfc6af087c,1118073527570239488,['positiv']
5f841b117d5661cfc6af087f,1089775176328318976,"['positiv', 'positiv']"
5f841b117d5661cfc6af0883,1125005317375447040,['negativ']
5f841b117d5661cfc6af0886,1116358327292846080,['neutral']
5f841b117d5661cfc6af088a,1097828034177052672,['skip']
5f841b117d5661cfc6af088b,1080939370172088320,['neutral']
5f841b117d5661cfc6af088e,1105861325639565312,"['neutral', 'neutral']"
5f841b117d5661cfc6af0485,1113344412678066176,['positiv']
5f841b117d5661cfc6af049a,1110835121882570752,['negativ']
5f841b117d5661cfc6af049d,1116296889606057984,['negativ']
5f841b117d5661cfc6af04a4,1117859926284689408,"['negativ', 'negativ']"
5f841b117d5661cfc6af04a5,1116202687991832576,['neutral']
5f841b117d5661cfc6af04a8,1122511299458420736,['neutral']
5f841b117d5661cfc6af04ab,1124607703861612544,['negativ']
5f841b117d5661cfc6af04ac,1118521818669834240,['negativ']
5f841b117d5661cfc6af04c4,1122113624225587200,"['neutral', 'neutral']"
5f841b117d5661cfc6af04c9,1108289096043192320,['negativ']
5f841b117d5661cfc6af04cc,1119513384213413888,['negativ']
5f841b117d5661cfc6af04ce,1112441361620520960,['positiv']
5f841b117d5661cfc6af04d3,1106195659303067648,['skip']
5f841b117d5661cfc6af04d6,1113859491731259392,['positiv']
5f841b117d5661cfc6af04d7,1116272490609876992,['neutral']
5f841b117d5661cfc6af04da,1106889075783544832,['neutral']
5f841b117d5661cfc6af04dc,1120216230605000704,['neutral']
5f841b117d5661cfc6af04e7,1090173105190912000,"['neutral', 'neutral']"
5f841b117d5661cfc6af04e9,1094139599423598592,['negativ']
5f841b117d5661cfc6af04ea,1088906667323019264,"['negativ', 'negativ']"
5f841b117d5661cfc6af04ef,1115792083607007232,['negativ']
5f841b117d5661cfc6af04f3,1096073386105688064,['negativ']
5f841b117d5661cfc6af04f5,1114957665254486016,['skip']
5f841b117d5661cfc6af04f6,1115991869111062528,['negativ']
5f841b117d5661cfc6af04f7,1116781767560712192,['positiv']
5f841b117d5661cfc6af04fb,1112964876912209920,"['negativ', 'neutral']"
5f841b117d5661cfc6af0508,1116976656512581632,['negativ']
5f841b117d5661cfc6af0509,1112875040327000064,"['neutral', 'skip']"
5f841b117d5661cfc6af050c,1115665967324041216,['neutral']
5f841b117d5661cfc6af050e,1103210921969795072,"['neutral', 'neutral']"
5f841b117d5661cfc6af050f,1096844194939834368,['neutral']
5f841b117d5661cfc6af0513,1112025815154348032,['negativ']
5f841b117d5661cfc6af0514,1100721938773827584,['neutral']
5f841b117d5661cfc6af0515,1091052194470731776,['neutral']
5f841b117d5661cfc6af0517,1111665536545574912,['negativ']
5f841b117d5661cfc6af0519,1111891391926493184,['positiv']
5f841b117d5661cfc6af051f,1119897205610110976,['neutral']
5f841b117d5661cfc6af052b,1109774484238565376,['neutral']
5f841b117d5661cfc6af052c,1098518214491951104,['negativ']
5f841b117d5661cfc6af052e,1109418095830011904,['skip']
5f841b117d5661cfc6af052f,1099310801964490752,"['neutral', 'positiv']"
5f841b117d5661cfc6af0530,1116790744780423168,['positiv']
5f841b117d5661cfc6af0533,1125405021502410752,['skip']
5f841b117d5661cfc6af0535,1124389538321842176,['neutral']
5f841b117d5661cfc6af053a,1112396521163624448,['positiv']
5f841b117d5661cfc6af0541,1107350976804147200,['neutral']
5f841b117d5661cfc6af055b,1116589013454823424,['negativ']
5f841b117d5661cfc6af055c,1117418377272807424,"['negativ', 'negativ']"
5f841b117d5661cfc6af055d,1096321489513660416,['neutral']
5f841b117d5661cfc6af057b,1086942220773580800,"['neutral', 'neutral']"
5f841b117d5661cfc6af057c,1112648658221178880,['neutral']
5f841b117d5661cfc6af057e,1102141324118183936,['neutral']
5f841b117d5661cfc6af057f,1114149747915407360,"['negativ', 'neutral']"
5f841b117d5661cfc6af0580,1095635229321113600,['positiv']
5f841b117d5661cfc6af0581,1102272777464225792,['positiv']
5f841b117d5661cfc6af0586,1119944750407331840,['negativ']
5f841b117d5661cfc6af0588,1100372036835262464,['negativ']
5f841b117d5661cfc6af05a1,1110148419794989056,['positiv']
5f841b117d5661cfc6af05a8,1105372618784497664,['negativ']
5f841b117d5661cfc6af05b6,1099609043801440256,['positiv']
5f841b117d5661cfc6af05b9,1081898069485146112,['neutral']
5f841b117d5661cfc6af05bb,1109568446378008576,['positiv']
5f841b117d5661cfc6af05bd,1091663875030876160,['positiv']
5f841b117d5661cfc6af05be,1122818229343281152,['negativ']
5f841b117d5661cfc6af05c0,1116722560589336576,['neutral']
5f841b117d5661cfc6af05c5,1119287389543895040,['negativ']
5f841b117d5661cfc6af05e2,1120339810625961984,['negativ']
5f841b117d5661cfc6af05f9,1104852712133459968,['neutral']
5f841b117d5661cfc6af05fb,1107914469404016640,"['neutral', 'neutral']"
5f841b117d5661cfc6af05fd,1097933989585645568,['neutral']
5f841b117d5661cfc6af0601,1111899445875171328,['neutral']
5f841b117d5661cfc6af0604,1085982766993494016,['positiv']
5f841b117d5661cfc6af0607,1103328515305422848,['neutral']
5f841b117d5661cfc6af060a,1125745730776436736,['positiv']
5f841b117d5661cfc6af060c,1089189672717336576,['positiv']
5f841b117d5661cfc6af060e,1091701456372142080,['positiv']
5f841b117d5661cfc6af0610,1122824750181515264,"['positiv', 'positiv']"
5f841b117d5661cfc6af0611,1092711092365737984,['neutral']
5f841b117d5661cfc6af0619,1083273510716268544,"['positiv', 'positiv']"
5f841b117d5661cfc6af062f,1120604001601511424,['neutral']
5f841b117d5661cfc6af064a,1121483659545075712,['neutral']
5f841b117d5661cfc6af064c,1109370273667665920,"['neutral', 'negativ']"
5f841b117d5661cfc6af064d,1089941830588944384,"['negativ', 'neutral']"
5f841b117d5661cfc6af064e,1117000216253751296,['positiv']
5f841b117d5661cfc6af0651,1087593743551737856,['neutral']
5f841b117d5661cfc6af0657,1085632528822743040,['neutral']
5f841b117d5661cfc6af0659,1114518507222380544,['neutral']
5f841b117d5661cfc6af065b,1099346713150664704,"['negativ', 'negativ']"
5f841b117d5661cfc6af065e,1121361948925485056,['positiv']
5f841b117d5661cfc6af0665,1120015265998225408,['neutral']
5f841b117d5661cfc6af066f,1113829088567930880,"['skip', 'positiv']"
5f841b117d5661cfc6af0670,1120913553177944064,['negativ']
5f841b117d5661cfc6af0672,1124349196264529920,"['negativ', 'negativ']"
5f841b117d5661cfc6af0677,1124420825908678656,['neutral']
5f841b117d5661cfc6af0678,1118401335140003840,"['neutral', 'negativ']"
5f841b117d5661cfc6af067a,1125696970083962880,"['negativ', 'negativ']"
5f841b117d5661cfc6af067c,1117499918535593984,['negativ']
5f841b117d5661cfc6af068a,1109858863287799808,['negativ']
5f841b117d5661cfc6af0699,1099994927759536128,"['neutral', 'neutral']"
5f841b117d5661cfc6af069a,1124361062734757888,"['positiv', 'positiv']"
5f841b117d5661cfc6af06ba,1122386349989027840,['negativ']
5f841b117d5661cfc6af06bb,1095630748936220672,"['neutral', 'neutral']"
5f841b117d5661cfc6af06c2,1094149888277925888,['neutral']
5f841b117d5661cfc6af06c4,1112228584226054144,['neutral']
5f841b117d5661cfc6af06c8,1085826670500737024,['positiv']
5f841b117d5661cfc6af06ca,1125004822758006784,"['neutral', 'positiv']"
5f841b117d5661cfc6af06d4,1125676662455246848,['positiv']
5f841b117d5661cfc6af06d6,1108009397777825792,"['neutral', 'negativ']"
5f841b117d5661cfc6af06ec,1121430681807196160,['positiv']
5f841b117d5661cfc6af06ee,1118906222726602752,['positiv']
5f841b117d5661cfc6af06ef,1119944398681321472,['negativ']
5f841b117d5661cfc6af06f1,1113488103912685568,['skip']
5f841b117d5661cfc6af070a,1122474977910042624,['positiv']
5f841b117d5661cfc6af070b,1110199028107694080,"['neutral', 'neutral']"
5f841b117d5661cfc6af070d,1122235843090034688,['neutral']
5f841b117d5661cfc6af0724,1107585604550905856,['neutral']
5f841b117d5661cfc6af0726,1122577862723284992,['neutral']
5f841b117d5661cfc6af0731,1118864885809582080,['negativ']
5f841b117d5661cfc6af073e,1110978973901701120,['neutral']
5f841b117d5661cfc6af0740,1089110399478366208,['neutral']
5f841b117d5661cfc6af0743,1099626232214405120,['neutral']
5f841b117d5661cfc6af0748,1118169881537646592,['skip']
5f841b117d5661cfc6af074f,1120767313609773056,['neutral']
5f841b117d5661cfc6af0751,1086883411887828992,"['positiv', 'negativ']"
5f841b117d5661cfc6af0756,1120932063492870144,['skip']
5f841b117d5661cfc6af075a,1112671094933254144,['positiv']
5f841b117d5661cfc6af075f,1105080569065541632,['neutral']
5f841b117d5661cfc6af0760,1125344996872396800,['neutral']
5f841b117d5661cfc6af0764,1117368932367831040,['negativ']
5f841b117d5661cfc6af0766,1086214771614142464,['neutral']
5f841b117d5661cfc6af0769,1117114147689443328,['negativ']
5f841b117d5661cfc6af076d,1117826193556955136,['negativ']
5f841b117d5661cfc6af076e,1116355324485750784,['negativ']
5f841b117d5661cfc6af076f,1113509446699900928,['negativ']
5f841b117d5661cfc6af0770,1118246752694489088,['positiv']
5f841b117d5661cfc6af0775,1113712585541550080,['positiv']
5f841b117d5661cfc6af0776,1120665317867388928,['positiv']
5f841b117d5661cfc6af0777,1124556160051367936,['negativ']
5f841b117d5661cfc6af077a,1119886548768571392,['positiv']
5f841b117d5661cfc6af077c,1102408938732036096,['positiv']
5f841b117d5661cfc6af077e,1117475421103239168,['negativ']
5f841b117d5661cfc6af0781,1119605707840675840,['neutral']
5f841b117d5661cfc6af0782,1118810742227177472,['neutral']
5f841b117d5661cfc6af0784,1121453657474646016,"['neutral', 'neutral']"
5f841b117d5661cfc6af0785,1105168232497868800,"['neutral', 'neutral']"
5f841b117d5661cfc6af0786,1110896417818710016,"['neutral', 'positiv']"
5f841b117d5661cfc6af0788,1120227277093130240,"['positiv', 'positiv']"
5f841b117d5661cfc6af078c,1122915598013476864,['neutral']
5f841b117d5661cfc6af078d,1122799949215932416,"['neutral', 'neutral']"
5f841b117d5661cfc6af079e,1118152209731026944,['negativ']
5f841b117d5661cfc6af07a3,1081859358265393152,['positiv']
5f841b117d5661cfc6af07a8,1122447749000105984,['neutral']
5f841b117d5661cfc6af07aa,1116459842036748288,['positiv']
5f841b117d5661cfc6af07b1,1121166685938049024,['positiv']
5f841b117d5661cfc6af07b8,1120241763120242688,"['neutral', 'negativ']"
5f841b117d5661cfc6af07ba,1121673989540106240,"['neutral', 'neutral']"
5f841b117d5661cfc6af07bd,1120038508712923136,['negativ']
5f841b117d5661cfc6af07c2,1114905332013256704,['positiv']
5f841b117d5661cfc6af07c4,1093158484311461888,"['positiv', 'positiv']"
5f841b117d5661cfc6af07de,1086820690773372928,['positiv']
5f841b117d5661cfc6af07df,1117362523295178752,['skip']
5f841b117d5661cfc6af07e5,1118599692500258816,['positiv']
5f841b117d5661cfc6af07e6,1082038350041755648,['neutral']
5f841b117d5661cfc6af07e7,1121772459987021824,['negativ']
5f841b117d5661cfc6af07e8,1111540359887310848,"['positiv', 'positiv']"
5f841b117d5661cfc6af07ec,1087311938755969024,['positiv']
5f841b117d5661cfc6af07f7,1098508136539803648,['neutral']
5f841b117d5661cfc6af0803,1122878178677153792,['positiv']
5f841b117d5661cfc6af0807,1115534258494480384,['skip']
5f841b117d5661cfc6af0808,1113469846442979328,['positiv']
5f841b117d5661cfc6af0891,1098470007384821760,['neutral']
5f841b117d5661cfc6af0896,1112727674647207936,"['neutral', 'neutral']"
5f841b117d5661cfc6af089c,1119776392680562688,"['positiv', 'positiv']"
5f841b117d5661cfc6af089e,1104736885304377344,['neutral']
5f841b117d5661cfc6af08a0,1115904306862014464,['neutral']
5f841b117d5661cfc6af08a2,1090362735009755136,['neutral']
5f841b117d5661cfc6af08a7,1105074354981875712,['neutral']
5f841b117d5661cfc6af08a8,1096752325560029184,['positiv']
5f841b117d5661cfc6af08aa,1092039090713886720,['positiv']
5f841b117d5661cfc6af08ab,1111612261372780544,"['negativ', 'negativ']"
5f841b117d5661cfc6af08ac,1095034244907204608,['neutral']
5f841b117d5661cfc6af08af,1095649471269167104,['positiv']
5f841b117d5661cfc6af08b5,1119666431262699520,['negativ']
5f841b117d5661cfc6af08b7,1111630773138935808,"['positiv', 'positiv']"
5f841b117d5661cfc6af08b9,1114496786167685120,['neutral']
5f841b117d5661cfc6af08bc,1108075432736362496,['neutral']
5f841b117d5661cfc6af08bf,1090849320004395008,['neutral']
5f841b117d5661cfc6af08c3,1116763548686749696,['negativ']
5f841b117d5661cfc6af08c7,1114167597078065152,['neutral']
5f841b117d5661cfc6af08c9,1098164479035088896,['neutral']
5f841b117d5661cfc6af08ca,1123550547380985856,['negativ']
5f841b117d5661cfc6af08d0,1096062007311323136,"['positiv', 'positiv']"
5f841b117d5661cfc6af08d8,1110891730205900800,"['neutral', 'positiv']"
5f841b117d5661cfc6af08fa,1123040229634527232,['positiv']
5f841b117d5661cfc6af08fd,1107310220957626368,"['positiv', 'negativ']"
5f841b117d5661cfc6af0900,1116404442243289088,['neutral']
5f841b117d5661cfc6af0901,1113754854911041536,['neutral']
5f841b117d5661cfc6af0904,1111507674888392704,['neutral']
5f841b117d5661cfc6af0906,1125014421598887936,['negativ']
5f841b117d5661cfc6af090c,1108425462538297344,['positiv']
5f841b117d5661cfc6af090e,1115494399079792640,['negativ']
5f841b117d5661cfc6af0912,1111207961941151744,"['positiv', 'neutral']"
5f841b117d5661cfc6af0913,1118885316079833088,['positiv']
5f841b117d5661cfc6af0918,1118227527653363712,"['negativ', 'positiv']"
5f841b117d5661cfc6af091a,1110259122035982336,['negativ']
5f841b117d5661cfc6af091b,1124344722749833216,['neutral']
5f841b117d5661cfc6af0926,1115754532967993344,['neutral']
5f841b117d5661cfc6af0928,1114547780993933312,['negativ']
5f841b117d5661cfc6af093a,1107299196799983616,['neutral']
5f841b117d5661cfc6af093b,1123964382516527104,['neutral']
5f841b117d5661cfc6af093c,1110046066232225792,['positiv']
5f841b117d5661cfc6af093f,1118775698158759936,['negativ']
5f841b117d5661cfc6af0940,1110318004758294528,['positiv']
5f841b117d5661cfc6af0944,1116772899434717184,['neutral']
5f841b117d5661cfc6af094b,1084687616619016192,['positiv']
5f841b117d5661cfc6af0954,1094695454166712320,['neutral']
5f841b117d5661cfc6af0974,1106480415316078592,['negativ']
5f841b117d5661cfc6af0978,1115531431525212160,['negativ']
5f841b117d5661cfc6af097e,1103250859511693312,['neutral']
5f841b117d5661cfc6af097f,1102661284737282048,"['positiv', 'neutral']"
5f841b117d5661cfc6af0981,1090849349423255552,"['negativ', 'negativ']"
5f841b117d5661cfc6af0984,1105810767377506304,"['neutral', 'negativ']"
5f841b117d5661cfc6af0985,1093961242094587904,"['neutral', 'neutral']"
5f841b117d5661cfc6af0986,1121763967137980416,"['neutral', 'negativ']"
5f841b117d5661cfc6af099e,1118016264956514304,['negativ']
5f841b117d5661cfc6af09d2,1115694738030702592,['positiv']
5f841b117d5661cfc6af09d5,1110842725786701824,['neutral']
5f841b117d5661cfc6af09d7,1124625149565775872,['positiv']
5f841b117d5661cfc6af09de,1106995261946191872,['positiv']
5f841b117d5661cfc6af09e0,1123601452679745536,"['neutral', 'neutral']"
5f841b117d5661cfc6af09e4,1108616329106464768,['neutral']
5f841b117d5661cfc6af09e7,1089232922291376128,['neutral']
5f841b117d5661cfc6af09e9,1118612607047487488,"['neutral', 'neutral']"
5f841b117d5661cfc6af09eb,1087988764142723072,['negativ']
5f841b117d5661cfc6af09ec,1125037166894243840,['skip']
5f841b117d5661cfc6af09ed,1097765866987503616,['skip']
5f841b117d5661cfc6af09ee,1090226065828663296,"['positiv', 'positiv']"
5f841b117d5661cfc6af09f3,1116779726666907648,['positiv']
5f841b117d5661cfc6af09f4,1090149312334610432,"['skip', 'skip']"
5f841b117d5661cfc6af09f6,1122247101486903296,['neutral']
5f841b117d5661cfc6af09fc,1095969249078722560,['negativ']
5f841b117d5661cfc6af09ff,1124345266486771712,['neutral']
5f841b117d5661cfc6af0a01,1110837670861787136,['negativ']
5f841b117d5661cfc6af0a04,1125404225683492864,['negativ']
5f841b117d5661cfc6af0a05,1083354107031814144,['negativ']
5f841b117d5661cfc6af0a0a,1124343363271053312,['neutral']
5f841b117d5661cfc6af0a19,1108013920504016896,"['skip', 'skip']"
5f841b117d5661cfc6af0a1b,1102578300143239168,['neutral']
5f841b117d5661cfc6af0a1d,1120269009742716928,"['neutral', 'negativ']"
5f841b117d5661cfc6af0a20,1121037913851035648,['neutral']
5f841b117d5661cfc6af0a27,1116631472167948288,"['negativ', 'negativ']"
5f841b117d5661cfc6af0a28,1095801928355766272,"['skip', 'neutral']"
5f841b117d5661cfc6af0a2c,1117899553980784640,"['positiv', 'positiv']"
5f841b117d5661cfc6af0a30,1120560528118693888,['negativ']
